0,451645984	1,428026426	1,109492591	2,722732155	4,36969198	4,001426111	6,010499297	7,247591797	8,590076319	9,503178158	9,544730499	10,36182214	11,52586747	12,55242238	13,02599069	14,32509786	16,22095099	16,72167525	18,61255048	18,41045091	20,31777222
0,766054546	0,05074241	0,645266318	1,951868621	3,178068999	3,138585116	4,862425232	5,03474866	6,094750366	7,267042956	9,719261509	10,46754746	10,92369703	11,45825013	13,36024645	14,31320356	14,08950284	16,78359006	16,43406411	17,83446251	19,8455291
1,885168235	1,011165903	0,855856859	1,192316408	1,746721345	3,380810016	4,582504042	4,860371011	5,799941377	6,658369568	8,349099211	8,140838023	10,06008581	10,64683777	12,19799507	12,54809391	13,11388475	14,70635599	15,58747977	17,72189607	18,32180817
2,192745162	1,546616098	0,589702262	-0,839171911	0,814897126	2,877282062	3,465831045	3,110964109	4,275369747	5,386663167	6,151842842	7,88995004	8,563657936	9,000242874	10,34562715	12,70321128	13,46738705	13,78989393	15,3815509	16,86511155	17,18118585
3,246819034	2,854776217	1,274242641	1,690518662	0,184363517	1,200033172	2,75453283	2,415360735	3,514267099	4,15959917	6,802028828	7,810772238	8,008297501	9,839794409	9,051317237	10,67567897	12,30787351	13,60366579	14,46432443	14,76109586	16,0252862
4,428516478	4,251527729	3,0928694	1,053683105	0,362527574	0,061235442	0,595973452	1,770973362	2,495975442	3,406662575	4,108792414	6,571178778	7,522932239	8,366004892	9,305122041	9,805966526	11,73927068	12,40112401	12,0694653	14,97277584	14,25021511
5,841212055	4,662527138	4,844718955	2,183035027	2,874976089	1,3563585	0,645282499	1,102087081	1,380322348	3,037547478	3,668261836	5,169557467	6,971115305	6,989168473	8,408353667	8,416822784	10,21312216	10,18608187	11,94548007	12,07030723	14,52151459
6,438071562	5,549077979	5,012943523	3,267900035	2,707269661	2,919918987	0,203861909	0,15913431	1,291603139	2,141336599	3,287053328	3,621312582	4,25885789	5,11317594	7,057540465	7,091485614	8,616954733	10,93299957	11,83783314	12,55811655	12,12280863
8,437513014	6,582201262	5,560164933	4,266199118	3,369737332	3,072604369	1,252284698	1,446281358	-0,642297609	1,486850864	2,651659233	3,334044458	3,160468019	4,392581672	5,748281052	7,48117479	8,519071955	8,764163925	10,75508524	10,36572752	11,31658439
9,861674375	7,682093971	6,441697569	6,104444768	4,323269062	4,265056597	3,123341131	2,969444546	0,348384065	-0,29167809	1,766209074	2,177271688	3,110876593	3,498040306	4,432451323	5,486641855	6,444169172	7,915250022	8,242747162	10,10527571	11,29087579
9,943894224	9,611757244	8,168740154	7,905580827	5,675096577	4,972960104	4,811028307	3,157999665	1,80415605	0,373834876	0,315199531	1,410971235	2,272236191	3,95714989	3,472699311	4,353635573	6,089647673	7,899019913	7,166098132	8,380661784	9,945582742
11,23639046	10,51964618	9,075667887	8,29037586	7,243107471	5,378280261	4,357693007	4,719403205	2,194212586	1,203661745	1,664047434	-0,373714031	0,216277106	1,588803977	2,525100097	4,807611476	4,42917935	6,28033182	6,915148263	8,585641779	9,515959986
12,31732539	11,78172175	9,556698096	9,376270889	8,959933037	7,741963989	6,81192571	4,740762812	3,429937604	2,273234972	1,99164446	0,572806257	0,062497294	1,664258537	2,391026198	3,050936129	3,172533034	5,737966186	6,258312154	7,196214742	8,428601603
13,12227678	11,58473174	10,62594359	10,8960707	8,009921736	7,778175059	7,901048526	6,18615733	5,732684672	4,459132121	3,896298342	2,770852261	1,156852384	0,415869206	1,2185066	2,558022935	2,773967963	3,25265667	5,496083173	6,643429165	7,308031193
14,15059881	13,16831693	12,846619	10,59784464	10,58964823	9,780180347	7,182505675	7,014707779	6,128650916	5,880823189	4,857057027	2,896499119	2,846111218	1,860282013	0,865961813	0,409234558	1,631808169	2,704854523	4,042620649	4,889093016	6,000407816
14,68434788	14,08207742	12,2027122	12,76464843	10,95371115	9,908995097	8,366581263	8,45544669	7,172404728	6,056287377	5,644151901	3,010834364	3,302555376	1,058104933	1,832772614	0,42082405	1,063131857	1,103024047	2,305876977	4,782628398	4,345591301
16,21761644	15,70079863	13,28001729	13,94332344	12,90961937	11,76518507	10,61624761	9,262198945	7,901339441	6,931446661	5,013840219	5,451188396	3,751999014	2,189277199	2,533672779	1,445625299	-0,871684959	1,64057625	1,633064066	2,658065509	3,783598448
17,03564987	15,43621787	14,53498646	14,59580043	12,60746156	11,40987332	11,93797794	9,132740342	9,705802827	8,14866814	6,306046786	5,406330097	5,626389337	4,734373194	3,585655818	2,160497977	1,422298057	0,629482279	1,582983677	1,657689341	3,841995525
18,53156389	17,88257375	15,82628123	14,71414556	13,90026524	13,73044035	11,26340991	10,24035213	10,99004459	8,031002822	7,147532666	6,212063162	6,898552804	4,679194176	4,480973703	3,437390924	1,845580226	0,242636598	-0,801658626	1,850844085	2,152269785
19,28421081	17,06236514	16,08296794	16,65660947	14,95189252	13,23684703	12,21929893	11,80254245	11,3192233	9,878481123	8,866044965	7,793881908	6,050000044	6,917519715	5,621279061	4,870858149	2,48648584	1,141323612	1,54818576	0,546143831	1,868497018
19,47038948	18,27737647	17,98939402	17,74256471	15,59755663	15,14242959	13,59361609	13,80791155	12,87798319	10,80245928	10,17132971	8,084328145	8,885995173	6,766458706	6,753968924	5,599540216	4,385858274	3,87633381	1,865984104	0,652283441	0,674955264
